affiliation_name,dmp_id,is_pilot_dmp,is_a_match,notes,provenance,related_work,type,publisher,container,publication_date,title,location,authors,weighted_score
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1145/3597635.3598028,article,,,2023-07-18,Taming Misaligned Graph Traversals in Concurrent Graph Processing (Abstract),,Xizhe Yin | Zhijia Zhao | Rajiv Gupta,12
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1109/bigdata50022.2020.9378211,article,,,2020-12-10,BEAD: Batched Evaluation of Iterative Graph Queries with Evolving Analytics Demands,,Abbas Mazloumi | Chengshuo Xu | Zhijia Zhao | Rajiv Gupta,12
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1145/3597635.3598022,preprint,,,2023-07-18,CommonGraph: Graph Analytics on Evolving Data (Abstract),,Mahbod Afarin | Chao Gao | Shafiur Rahman | Nael Abu‐Ghazaleh | Rajiv Gupta,12
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1109/micro50266.2020.00078,article,,,2020-10-01,GraphPulse: An Event-Driven Hardware Accelerator for Asynchronous Graph Processing,,Shafiur Rahman | Nael Abu‐Ghazaleh | Rajiv Gupta,12
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1145/3453483.3454044,preprint,,,2021-06-18,Demanded abstract interpretation,,B. Stein | Bor-Yuh Evan Chang | Manu Sridharan,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,No,Grant NOT in acknowledgements section of paper; 1 author was on grant,openalex,https://doi.org/10.1109/isca52012.2021.00080,article,,,2021-06-01,Leaky Buddies: Cross-Component Covert Channels on Integrated CPU-GPU Systems,,Sankha Baran Dutta | Hoda Naghibijouybari | Nael Abu‐Ghazaleh | Andrés Márquez | Kevin Barker,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1109/bigdata50022.2020.9377983,article,,,2020-12-10,App-Aware Response Synthesis for User Reviews,,Umar Farooq | A. B. Siddique | Fuad Jamour | Zhijia Zhao | Vagelis Hristidis,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1109/iv51971.2022.9827191,article,,2022 IEEE Intelligent Vehicles Symposium (IV),2022-06-05,CVGuard: Mitigating Application Attacks on Connected Vehicles,,Ahmed Abdo | Guoyuan Wu | Qi Zhu | Nael Abu‐Ghazaleh,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1109/mdat.2021.3063359,article,Institute of Electrical and Electronics Engineers,IEEE Design and Test,2021-06-01,Beyond the CPU: Side–Channel Attacks on GPUs,"vol: 38, iss: 3, pgs: 15-21",Hoda Naghibijouybari | Ajaya Neupane | Zhiyun Qian | Nael Abu‐Ghazaleh,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1109/micro50266.2020.00084,article,,,2020-10-01,BOW: Breathing Operand Windows to Exploit Bypassing in GPUs,,Hodjat Asghari Esfeden | AmirAli Abdolrashidi | Shafiur Rahman | Daniel Wong | Nael Abu‐Ghazaleh,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1109/micro50266.2020.00093,article,,,2020-10-01,PerSpectron: Detecting Invariant Footprints of Microarchitectural Attacks with Perceptron,,Samira Mirbagher-Ajorpaz | Gilles Pokam | Esmaeil Mohammadian-Koruyeh | Elba Garza | Nael Abu‐Ghazaleh | Daniel A. Jiménez,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1109/isca52012.2021.00034,article,,,2021-06-01,BlockMaestro: Enabling Programmer-Transparent Task-based Execution in GPU Systems,,AmirAli Abdolrashidi | Hodjat Asghari Esfeden | Ali Jahanshahi | Kaustubh Singh | Nael Abu‐Ghazaleh | Daniel Wong,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1109/tnb.2022.3212625,article,Institute of Electrical and Electronics Engineers,IEEE Transactions on NanoBioscience,2023-07-01,Multi-Objective Design Automation for Microfluidic Capture Chips,"vol: 22, iss: 3, pgs: 467-479",Lisa Chen | William H. Grover | Manu Sridharan | Philip Brisk,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1145/3468264.3468576,article,,,2021-08-18,Lightweight and modular resource leak verification,,Martin Kellogg | Narges Shadab | Manu Sridharan | Michael D. Ernst,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1109/sp46214.2022.9833796,article,,2022 IEEE Symposium on Security and Privacy (SP),2022-05-01,JIGSAW: Efficient and Scalable Path Constraints Fuzzing,,Chen Ju | Jinghan Wang | Chengyu Song | Heng Yin,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,No,Grant NOT in acknowledgements section of paper; 1 author was on grant,openalex,https://doi.org/10.1145/3445814.3446705,article,,,2021-04-17,Scalable FSM parallelization via path fusion and higher-order speculation,,Junqiao Qiu | Xiaofan Sun | Amir Hossein Nodehi Sabet | Zhijia Zhao,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1109/hipc50609.2020.00014,article,,,2020-12-01,SimGQ: Simultaneously Evaluating Iterative Graph Queries,,Chengshuo Xu | Abbas Mazloumi | Xiaolin Jiang | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1145/3591195.3595268,article,,,2023-06-06,OMRGx: Programmable and Transparent Out-of-Core Graph Partitioning and Processing,,Gurneet Kaur | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1109/nas51552.2021.9605433,article,,,2021-10-01,GO: Out-Of-Core Partitioning of Large Irregular Graphs,,Gurneet Kaur | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1016/j.jpdc.2022.01.007,article,Elsevier BV,Journal of Parallel and Distributed Computing,2022-06-01,SimGQ+: Simultaneously evaluating iterative point-to-all and point-to-point graph queries,"vol: 164, pgs: 12-27",Chengshuo Xu | Abbas Mazloumi | Xiaolin Jiang | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D106FD79D7,TRUE,Duplicate,#N/A,openalex,https://doi.org/10.1145/3588957,article,Association for Computing Machinery,Proceedings of the ACM on Management of Data,2023-05-26,dsJSON: A Distributed SQL JSON Processor,"vol: 1, iss: 1, pgs: 1-25",Majid Saeedan | Ahmed Eldawy | Zhijia Zhao,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1007/s10703-019-00341-0,article,Springer Science+Business Media,Formal Methods in System Design,2019-10-09,Annotation guided collection of context-sensitive parallel execution profiles,"vol: 54, iss: 3, pgs: 388-415",Zachary Benavides | Keval Vora | Rajiv Gupta | Xiangyu Zhang,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row,crossref,https://doi.org/10.1007/s10703-019-00341-0,article,Springer Science and Business Media LLC,"[""Formal Methods in System Design""]",2019-10-09,Annotation guided collection of context-sensitive parallel execution profiles,"vol: 54, iss: 3, pgs: 388-415",Zachary Benavides | Keval Vora | Rajiv Gupta | Xiangyu Zhang,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1007/s10766-017-0499-9,article,Springer Science+Business Media,International Journal of Parallel Programming,2017-04-04,Software Speculation on Caching DSMs,"vol: 46, iss: 2, pgs: 313-332",Sai Charan Koduru | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row,crossref,https://doi.org/10.1007/s10766-017-0499-9,article,Springer Science and Business Media LLC,"[""International Journal of Parallel Programming""]",2017-04-04,Software Speculation on Caching DSMs,"vol: 46, iss: 2, pgs: 313-332",Sai Charan Koduru | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,No,Grant number NOT in Acknowledgements - other grants listed,openalex,https://doi.org/10.1145/2814270.2814299,article,,,2015-10-23,RAIVE: runtime assessment of floating-point instability by vectorization,,Wen‐Chuan Lee | Tao Bao | Yunhui Zheng | Xiangyu Zhang | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 60,crossref,https://doi.org/10.1145/2814270.2814299,article,ACM,"[""Proceedings of the 2015 ACM SIGPLAN International Conference on Object-Oriented Programming, Systems, Languages, and Applications""]",2015-10-23,RAIVE: runtime assessment of floating-point instability by vectorization,,Wen-Chuan Lee | Tao Bao | Yunhui Zheng | Xiangyu Zhang | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/2830772.2830796,article,,,2015-12-05,Efficient warp execution in presence of divergence with collaborative context collection,,Farzad Khorasani | Rajiv Gupta | Laxmi N. Bhuyan,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row,crossref,https://doi.org/10.1145/2830772.2830796,article,ACM,"[""Proceedings of the 48th International Symposium on Microarchitecture""]",2015-12-05,Efficient warp execution in presence of divergence with collaborative context collection,,Farzad Khorasani | Rajiv Gupta | Laxmi N. Bhuyan,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 60,openalex,https://doi.org/10.1145/2858965.2814299,article,Association for Computing Machinery,ACM SIGPLAN Notices,2015-10-23,RAIVE: runtime assessment of floating-point instability by vectorization,"vol: 50, iss: 10, pgs: 623-638",Wen‐Chuan Lee | Tao Bao | Yunhui Zheng | Xiangyu Zhang | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 60,crossref,https://doi.org/10.1145/2858965.2814299,article,Association for Computing Machinery (ACM),"[""ACM SIGPLAN Notices""]",2015-10-23,RAIVE: runtime assessment of floating-point instability by vectorization,"vol: 50, iss: 10, pgs: 623-638",Wen-Chuan Lee | Tao Bao | Yunhui Zheng | Xiangyu Zhang | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/2892208.2892215,article,,,2016-03-17,Automatic fault location for data structures,,Vineet Kumar Singh | Rajiv Gupta | Iulian Neamtiu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row,crossref,https://doi.org/10.1145/2892208.2892215,article,ACM,"[""Proceedings of the 25th International Conference on Compiler Construction""]",2016-03-17,Automatic fault location for data structures,,Vineet Singh | Rajiv Gupta | Iulian Neamtiu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/2907294.2907311,article,,,2016-05-31,Parallel Execution Profiles,,Zachary Benavides | Rajiv Gupta | Xiangyu Zhang,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row,crossref,https://doi.org/10.1145/2907294.2907311,article,ACM,"[""Proceedings of the 25th ACM International Symposium on High-Performance Parallel and Distributed Computing""]",2016-05-31,Parallel Execution Profiles,,Zachary Benavides | Rajiv Gupta | Xiangyu Zhang,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/2907294.2907312,article,,,2016-05-31,Efficient Processing of Large Graphs via Input Reduction,,Amlan Kusum | Keval Vora | Rajiv Gupta | Iulian Neamtiu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row,crossref,https://doi.org/10.1145/2907294.2907312,article,ACM,"[""Proceedings of the 25th ACM International Symposium on High-Performance Parallel and Distributed Computing""]",2016-05-31,Efficient Processing of Large Graphs via Input Reduction,,Amlan Kusum | Keval Vora | Rajiv Gupta | Iulian Neamtiu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/2992784,article,Association for Computing Machinery,ACM Transactions on Architecture and Code Optimization,2016-10-25,Synergistic Analysis of Evolving Graphs,"vol: 13, iss: 4, pgs: 1-27",Keval Vora | Rajiv Gupta | Guoqing Xu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row,crossref,https://doi.org/10.1145/2992784,article,Association for Computing Machinery (ACM),"[""ACM Transactions on Architecture and Code Optimization""]",2016-10-25,Synergistic Analysis of Evolving Graphs,"vol: 13, iss: 4, pgs: 1-27",Keval Vora | Rajiv Gupta | Guoqing Xu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/3037697.3037747,article,,,2017-04-04,CoRAL,,Keval Vora | Chen Tian | Rajiv Gupta | Ziang Hu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 74,crossref,https://doi.org/10.1145/3037697.3037747,article,ACM,"[""Proceedings of the Twenty-Second International Conference on Architectural Support for Programming Languages and Operating Systems""]",2017-04-04,CoRAL,,Keval Vora | Chen Tian | Rajiv Gupta | Ziang Hu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/3037697.3037748,article,,,2017-04-04,KickStarter,,Keval Vora | Rajiv Gupta | Guoqing Xu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 76,crossref,https://doi.org/10.1145/3037697.3037748,article,ACM,"[""Proceedings of the Twenty-Second International Conference on Architectural Support for Programming Languages and Operating Systems""]",2017-04-04,KickStarter,,Keval Vora | Rajiv Gupta | Guoqing Xu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 74,openalex,https://doi.org/10.1145/3093315.3037747,article,Association for Computing Machinery,ACM SIGOPS Operating Systems Review,2017-04-04,CoRAL,"vol: 51, iss: 2, pgs: 223-236",Keval Vora | Chen Tian | Rajiv Gupta | Ziang Hu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 74,crossref,https://doi.org/10.1145/3093315.3037747,article,Association for Computing Machinery (ACM),"[""ACM SIGOPS Operating Systems Review""]",2017-04-04,CoRAL,"vol: 51, iss: 2, pgs: 223-236",Keval Vora | Chen Tian | Rajiv Gupta | Ziang Hu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 76,openalex,https://doi.org/10.1145/3093315.3037748,article,Association for Computing Machinery,ACM SIGOPS Operating Systems Review,2017-04-04,KickStarter,"vol: 51, iss: 2, pgs: 237-251",Keval Vora | Rajiv Gupta | Guoqing Xu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 76,crossref,https://doi.org/10.1145/3093315.3037748,article,Association for Computing Machinery (ACM),"[""ACM SIGOPS Operating Systems Review""]",2017-04-04,KickStarter,"vol: 51, iss: 2, pgs: 237-251",Keval Vora | Rajiv Gupta | Guoqing Xu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 74,openalex,https://doi.org/10.1145/3093336.3037747,article,Association for Computing Machinery,ACM SIGPLAN Notices,2017-04-04,CoRAL,"vol: 52, iss: 4, pgs: 223-236",Keval Vora | Chen Tian | Rajiv Gupta | Ziang Hu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 74,crossref,https://doi.org/10.1145/3093336.3037747,article,Association for Computing Machinery (ACM),"[""ACM SIGPLAN Notices""]",2017-04-04,CoRAL,"vol: 52, iss: 4, pgs: 223-236",Keval Vora | Chen Tian | Rajiv Gupta | Ziang Hu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 76,openalex,https://doi.org/10.1145/3093336.3037748,article,Association for Computing Machinery,ACM SIGPLAN Notices,2017-04-04,KickStarter,"vol: 52, iss: 4, pgs: 237-251",Keval Vora | Rajiv Gupta | Guoqing Xu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 76,crossref,https://doi.org/10.1145/3093336.3037748,article,Association for Computing Machinery (ACM),"[""ACM SIGPLAN Notices""]",2017-04-04,KickStarter,"vol: 52, iss: 4, pgs: 237-251",Keval Vora | Rajiv Gupta | Guoqing Xu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 74,openalex,https://doi.org/10.1145/3093337.3037747,article,ACM SIGARCH,ACM SIGARCH Computer Architecture News,2017-04-04,CoRAL,"vol: 45, iss: 1, pgs: 223-236",Keval Vora | Chen Tian | Rajiv Gupta | Ziang Hu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 74,crossref,https://doi.org/10.1145/3093337.3037747,article,Association for Computing Machinery (ACM),"[""ACM SIGARCH Computer Architecture News""]",2017-04-04,CoRAL,"vol: 45, iss: 1, pgs: 223-236",Keval Vora | Chen Tian | Rajiv Gupta | Ziang Hu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 76,openalex,https://doi.org/10.1145/3093337.3037748,article,ACM SIGARCH,ACM SIGARCH Computer Architecture News,2017-04-04,KickStarter,"vol: 45, iss: 1, pgs: 237-251",Keval Vora | Rajiv Gupta | Guoqing Xu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,duplicate of previous row; same DOI as row 76,crossref,https://doi.org/10.1145/3093337.3037748,article,Association for Computing Machinery (ACM),"[""ACM SIGARCH Computer Architecture News""]",2017-04-04,KickStarter,"vol: 45, iss: 1, pgs: 237-251",Keval Vora | Rajiv Gupta | Guoqing Xu,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/3297858.3304012,article,,,2019-04-04,PnP,,Chengshuo Xu | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,dup,crossref,https://doi.org/10.1145/3297858.3304012,article,ACM,"[""Proceedings of the Twenty-Fourth International Conference on Architectural Support for Programming Languages and Operating Systems""]",2019-04-04,PnP,,Chengshuo Xu | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/3302516.3307353,article,,,2019-02-16,Efficient concolic testing of MPI applications,,Hongbo Li | Zizhong Chen | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,dup,crossref,https://doi.org/10.1145/3302516.3307353,article,ACM,"[""Proceedings of the 28th International Conference on Compiler Construction""]",2019-02-16,Efficient concolic testing of MPI applications,,Hongbo Li | Zizhong Chen | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/3360582,article,Association for Computing Machinery,Proceedings of the ACM on Programming Languages,2019-10-10,DProf: distributed profiler with strong guarantees,"vol: 3, iss: OOPSLA, pgs: 1-24",Zachary Benavides | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D117F9DC89,TRUE,Duplicate,dup,crossref,https://doi.org/10.1145/3360582,article,Association for Computing Machinery (ACM),"[""Proceedings of the ACM on Programming Languages""]",2019-10-10,DProf: distributed profiler with strong guarantees,"vol: 3, iss: OOPSLA, pgs: 1-24",Zachary Benavides | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Yes,Grant number in Acknowledgements; DMP_id https://doi.org/10.48321/D117F9DC89 and https://doi.org/10.48321/D11E48BC8B are for the same DMP.,openalex,https://doi.org/10.1007/s10703-019-00341-0,article,Springer Science+Business Media,Formal Methods in System Design,2019-10-09,Annotation guided collection of context-sensitive parallel execution profiles,"vol: 54, iss: 3, pgs: 388-415",Zachary Benavides | Keval Vora | Rajiv Gupta | Xiangyu Zhang,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Duplicate,duplicate of previous row,crossref,https://doi.org/10.1007/s10703-019-00341-0,article,Springer Science and Business Media LLC,"[""Formal Methods in System Design""]",2019-10-09,Annotation guided collection of context-sensitive parallel execution profiles,"vol: 54, iss: 3, pgs: 388-415",Zachary Benavides | Keval Vora | Rajiv Gupta | Xiangyu Zhang,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1007/s10766-017-0499-9,article,Springer Science+Business Media,International Journal of Parallel Programming,2017-04-04,Software Speculation on Caching DSMs,"vol: 46, iss: 2, pgs: 313-332",Sai Charan Koduru | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Duplicate,dup,crossref,https://doi.org/10.1007/s10766-017-0499-9,article,Springer Science and Business Media LLC,"[""International Journal of Parallel Programming""]",2017-04-04,Software Speculation on Caching DSMs,"vol: 46, iss: 2, pgs: 313-332",Sai Charan Koduru | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,No,Grant NOT in acknowledgements section of paper; 1 author was on grant,openalex,https://doi.org/10.1145/2814270.2814299,article,,,2015-10-23,RAIVE: runtime assessment of floating-point instability by vectorization,,Wen‐Chuan Lee | Tao Bao | Yunhui Zheng | Xiangyu Zhang | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Duplicate,duplicate of previous row; same DOI as row 100,crossref,https://doi.org/10.1145/2814270.2814299,article,ACM,"[""Proceedings of the 2015 ACM SIGPLAN International Conference on Object-Oriented Programming, Systems, Languages, and Applications""]",2015-10-23,RAIVE: runtime assessment of floating-point instability by vectorization,,Wen-Chuan Lee | Tao Bao | Yunhui Zheng | Xiangyu Zhang | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/2830772.2830796,article,,,2015-12-05,Efficient warp execution in presence of divergence with collaborative context collection,,Farzad Khorasani | Rajiv Gupta | Laxmi N. Bhuyan,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Duplicate,duplicate of previous row,crossref,https://doi.org/10.1145/2830772.2830796,article,ACM,"[""Proceedings of the 48th International Symposium on Microarchitecture""]",2015-12-05,Efficient warp execution in presence of divergence with collaborative context collection,,Farzad Khorasani | Rajiv Gupta | Laxmi N. Bhuyan,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Duplicate,duplicate of previous row; same DOI as row 100,openalex,https://doi.org/10.1145/2858965.2814299,article,Association for Computing Machinery,ACM SIGPLAN Notices,2015-10-23,RAIVE: runtime assessment of floating-point instability by vectorization,"vol: 50, iss: 10, pgs: 623-638",Wen‐Chuan Lee | Tao Bao | Yunhui Zheng | Xiangyu Zhang | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Duplicate,duplicate of previous row; same DOI as row 100,crossref,https://doi.org/10.1145/2858965.2814299,article,Association for Computing Machinery (ACM),"[""ACM SIGPLAN Notices""]",2015-10-23,RAIVE: runtime assessment of floating-point instability by vectorization,"vol: 50, iss: 10, pgs: 623-638",Wen-Chuan Lee | Tao Bao | Yunhui Zheng | Xiangyu Zhang | Keval Vora | Rajiv Gupta,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/2892208.2892215,article,,,2016-03-17,Automatic fault location for data structures,,Vineet Kumar Singh | Rajiv Gupta | Iulian Neamtiu,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Duplicate,duplicate of previous row,crossref,https://doi.org/10.1145/2892208.2892215,article,ACM,"[""Proceedings of the 25th International Conference on Compiler Construction""]",2016-03-17,Automatic fault location for data structures,,Vineet Singh | Rajiv Gupta | Iulian Neamtiu,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/2907294.2907311,article,,,2016-05-31,Parallel Execution Profiles,,Zachary Benavides | Rajiv Gupta | Xiangyu Zhang,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Duplicate,duplicate of previous row,crossref,https://doi.org/10.1145/2907294.2907311,article,ACM,"[""Proceedings of the 25th ACM International Symposium on High-Performance Parallel and Distributed Computing""]",2016-05-31,Parallel Execution Profiles,,Zachary Benavides | Rajiv Gupta | Xiangyu Zhang,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/2907294.2907312,article,,,2016-05-31,Efficient Processing of Large Graphs via Input Reduction,,Amlan Kusum | Keval Vora | Rajiv Gupta | Iulian Neamtiu,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Duplicate,duplicate of previous row,crossref,https://doi.org/10.1145/2907294.2907312,article,ACM,"[""Proceedings of the 25th ACM International Symposium on High-Performance Parallel and Distributed Computing""]",2016-05-31,Efficient Processing of Large Graphs via Input Reduction,,Amlan Kusum | Keval Vora | Rajiv Gupta | Iulian Neamtiu,10
"University of California, Riverside",https://doi.org/10.48321/D11E48BC8B,TRUE,Yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1145/2992784,article,Association for Computing Machinery,ACM Transactions on Architecture and Code Optimization,2016-10-25,Synergistic Analysis of Evolving Graphs,"vol: 13, iss: 4, pgs: 1-27",Keval Vora | Rajiv Gupta | Guoqing Xu,10
